id,titre,prix,statut,motif_exclusion,niveau_risque,corrections_appliquees,rang_tri
10096,"KI 3 Cabeceira",180.00,INCLUS,,MÉDIO,"description nettoyée",347
10105,"HS 60515 Sofá de Canto Relax",2790.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
10108,"PIKOLIN Colchão Yin 3.0",322.05,INCLUS,,MÉDIO,"description nettoyée",74
10109,"LIMA Cama",438.00,EXCLU,"hors stock",OK,,
10110,"PIKOLIN Colchão Bultex Platino",672.75,INCLUS,,MÉDIO,"description nettoyée",52
10112,"MANIKO Banco de Cama",99.00,INCLUS,,MÉDIO,"description nettoyée",289
10114,"VH220 Banqueta de Cama",59.00,EXCLU,"prix < 80 €",OK,,
10115,"PETTO Banqueta de Cama",59.00,EXCLU,"prix < 80 €",OK,,
10116,"AB800 Banqueta c/ Arrumação",149.00,INCLUS,,MÉDIO,"description nettoyée",680
10119,"KI 8 Cama",594.00,INCLUS,,MÉDIO,"description nettoyée",162
10120,"KI 15 Cama",610.00,INCLUS,,MÉDIO,"description nettoyée",148
10121,"AB792 Banqueta c/ Arrumação",99.00,INCLUS,,MÉDIO,"description nettoyée",683
10138,"KI FRAME Cama",555.00,INCLUS,,MÉDIO,"description nettoyée",170
10348,"AMARO Cama",589.00,INCLUS,,MÉDIO,"description nettoyée",100
10349,"TALLY Cama",589.00,EXCLU,"hors stock",OK,,
10350,"CHAMPIONS Cabeceira Juvenil",29.00,EXCLU,"prix < 80 €",OK,,
10357,"24175A Sofá Cama",779.00,INCLUS,,MÉDIO,"description nettoyée",485
10361,"MB R523 Sofá de Canto Relax",1199.00,INCLUS,,MÉDIO,"description nettoyée",444
10379,"SAN Conjunto de Mesa de Tampo Duplo e 4 Cadeiras",322.00,EXCLU,"hors stock",OK,,
10380,"INDRA Mesa de Entrada",89.00,INCLUS,,MÉDIO,"description nettoyée",716
10381,"EAMES Consola",69.00,EXCLU,"prix < 80 €",OK,,
10382,"OAKLAND Conjunto de 2 Mesas",139.00,INCLUS,,MÉDIO,"description nettoyée",425
10383,"JOYERO Espelho",119.00,INCLUS,,MÉDIO,"description nettoyée",709
10386,"HE 4117 Cadeirão",229.00,INCLUS,,MÉDIO,"description nettoyée",391
10388,"Sofa Chaise Longue Modular Reversivel Jds2187 (292Cm),Cor Bege",939.00,INCLUS,,MÉDIO,"titre normalisé (casse), description nettoyée",734
10389,"UNID.INT SAMSUNG CONSOLA  -AJ026TNJDKG",658.90,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10390,"UNID.INT SAMSUNG CONSOLA  -AJ035TNJDKG",758.90,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10391,"UNID.INT SAMSUNG CONSOLA  -AJ052TNJDKG",821.90,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10392,"ESPELHO ORBEGOZ.COSMETICO-LUZ -ESP1010",12.90,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10393,"ESPELHO ORBEGOZ.COSMETICO-LUZ -ESP1020",12.90,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10394,"ESPELHO ORBEGOZ.COSMETICO-RED.-ESP1000",8.90,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10395,"ESPELHO ORBEGOZ.COSMETICO-RED.-ESP2000",8.90,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10396,"ESPELHO ORBEGOZ.COSMETICO-REDON-ES5100",11.90,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10397,"ESPELHO ORBEGOZ.COSMETICO-RED.-ESP4000",21.90,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10398,"ESPELHO ORBEGOZ.COSMETICO-REDO-ESP6000",13.90,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10399,"UNID.INT LG CONSOLA    -UQ12F.NA0",582.90,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10400,"UNID.INT LG CONSOLA    -UQ09F.NA0",503.90,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10401,"UNID.EXT LG CONSOLA     -UUB1.U20",1123.90,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10402,"UNID.INT LG CONSOLA    -UQ18F.NA0",635.90,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10403,"GELADEIRA 5L AZUL CAMPOS",19.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10404,"GELADEIRA LIFE STORY 5L HELLO SUMMER",19.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10405,"GELADEIRA LIFE STORY 5L WATERMELON",19.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10406,"GELADEIRA LIFE STORY 5L FRESH FRUIT",19.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10407,"GELADEIRA LIFE STORY 5L EXOTIC SUMMER",19.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10408,"GELADEIRA LIFE STORY 5L PINK NAVY",19.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10409,"GELADEIRA TRENDY MEDITERRANEAN 5L",19.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10410,"GELADEIRA TRENDY GEOMETRY 5L",19.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10411,"GELADEIRA TRENDY LINEART 5L",19.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10412,"GELADEIRA 24L AZUL CAMPOS",25.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10413,"GELADEIRA 24L AZUL CIELO CAMPOS",25.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10414,"GELADEIRA 24L VERDE CAMPOS",25.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10415,"GELADEIRA 24L ROSA CAMPOS",25.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10416,"GELADEIRA 10L AZUL CAMPOS",25.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10417,"GELADEIRA 16L AZUL CAMPOS",25.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10418,"GELADEIRA 29L AZUL CAMPOS",25.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10419,"GELADEIRA LIFE STORY 29L HELLO SUMMER",45.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10420,"GELADEIRA LIFE STORY 29L WATERMELON",45.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10421,"GELADEIRA LIFE STORY 29L FRESH FRUIT",45.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10422,"GELADEIRA LIFE STORY 29L EXOTIC SUMMER",45.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10423,"GELADEIRA LIFE STORY 29L PINK NAVY",45.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10424,"GELADEIRA TRENDY MEDITERRANEAN 29L",45.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10425,"GELADEIRA TRENDY GEOMETRY 29L",45.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10426,"GELADEIRA TRENDY LINEART 29L",45.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10427,"GELADEIRA 42L AZUL CAMPOS",55.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10429,"VH180 Sapateira c/ Espelho",119.00,INCLUS,,MÉDIO,"description nettoyée",710
10430,"VH181 Sapateira c/ Espelho",119.00,INCLUS,,MÉDIO,"description nettoyée",711
10431,"OASIS Set de Jardim",199.00,INCLUS,,MÉDIO,"description nettoyée",419
10440,"VH028 Banco Alto",59.00,EXCLU,"prix < 80 €",OK,,
10444,"VH031 Banco Alto",99.00,INCLUS,,MÉDIO,"description nettoyée",293
10446,"HE 407C Cadeirão",449.00,INCLUS,,MÉDIO,"description nettoyée",500
10447,"BELOTI GPM - SOFA CANTO C/ 3 EXTENSÍVEIS E MODULO PUFF (290CM X 260CM)",2629.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10448,"BELOTI GPM - SOFA CANTO C/ 3 EXTENSÍVEIS E MODULO PUFF (270CM X 240CM)",2429.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10449,"BELOTI GPM - SOFA CANTO C/ 3 EXTENSÍVEIS E MODULO PUFF (250CM X 220CM)",2429.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10450,"BELOTI GPM - SOFA CANTO C/ 3 EXTENSIVEIS E MODULO PUFF (290CM X 260CM) (),MODULO PUFF DIREITO V/F,COR KIARA 852",2209.00,EXCLU,"aucune image ; image placeholder",OK,,
10451,"BELOTI GPM - SOFA CANTO C/ 3 EXTENSIVEIS E MODULO PUFF (290CM X 260CM) (),MODULO PUFF DIREITO V/F,COR KIARA 866",2209.00,EXCLU,"aucune image ; image placeholder",OK,,
10452,"BELOTI GPM - SOFA CANTO C/ 3 EXTENSIVEIS E MODULO PUFF (290CM X 260CM) (),MODULO PUFF ESQUERDO V/F,COR KIARA 852",2209.00,EXCLU,"aucune image ; image placeholder",OK,,
10454,"VIENA GPM - SOFA CHAISE LONGUE C/ 2 RELAX (315CM)",2569.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10455,"VIENA GPM - SOFA CHAISE LONGUE C/ 2 RELAX (285CM)",2369.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10456,"VIENA GPM - SOFA CHAISE LONGUE C/ 2 RELAX (255CM)",2369.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10457,"VIENA GPM - SOFA CHAISE LONGUE C/ 2 RELAX (315CM) (),CHAISE LONGUE DIREITA V/F,COR MASSIMO 415 / BARCE ASH",2159.00,EXCLU,"aucune image ; image placeholder",OK,,
10458,"VIENA GPM - SOFA CHAISE LONGUE C/ 2 RELAX (315CM) (),CHAISE LONGUE ESQUERDA V/F,COR MASSIMO 415 / BARCE ASH",2159.00,EXCLU,"aucune image ; image placeholder",OK,,
10459,"VIENA GPM - SOFA CHAISE LONGUE C/ 2 RELAX (315CM) (),CHAISE LONGUE DIREITA V/F,COR MASSIMO 400 TAUPE / BARCE TAUPE",2159.00,EXCLU,"aucune image ; image placeholder",OK,,
10460,"VIENA GPM - SOFA CHAISE LONGUE C/ 2 RELAX (315CM) (),CHAISE LONGUE ESQUERDA V/F,COR MASSIMO 400 TAUPE / BARCE TAUPE",2159.00,EXCLU,"aucune image ; image placeholder",OK,,
10461,"CALISTA Conjunto de Mesa e Cadeiras",499.00,INCLUS,,MÉDIO,"description nettoyée",607
10462,"FURY 026 FL - 40 X 60 - ANTRACITE",4.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10463,"FURY 026 FL - 40 X 60 - BEGE",4.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10464,"FURY 026 FL - 40 X 60 - CAMEL",4.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10465,"FURY 026 FL - 40 X 60 - CINZA",4.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10466,"FURY 026 FL - 40 X 60 - NATURAL",4.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10467,"FURY 026 FL - 50 X 80 - ANTRACITE",6.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10468,"FURY 026 FL - 50 X 80 - BEGE",6.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10469,"FURY 026 FL - 50 X 80 - CAMEL",6.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10470,"FURY 026 FL - 50 X 80 - CINZA",6.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10471,"FURY 026 FL - 50 X 80 - NATURAL",6.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10472,"FURY 026 FL - 57 X 110 - ANTRACITE",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10473,"FURY 026 FL - 57 X 110 - BEGE",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10474,"FURY 026 FL - 57 X 110 - CAMEL",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10475,"FURY 026 FL - 57 X 110 - CINZA",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10476,"FURY 026 FL - 57 X 110 - NATURAL",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10477,"FURY 026 FL - 67 X 130 - ANTRACITE",13.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10478,"FURY 026 FL - 67 X 130 - BEGE",13.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10479,"FURY 026 FL - 67 X 130 - CAMEL",13.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10480,"FURY 026 FL - 67 X 130 - CINZA",13.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10481,"FURY 026 FL - 67 X 130 - NATURAL",13.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10482,"FURY 026 FL - 80 X 80 - ANTRACITE",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10483,"FURY 026 FL - 80 X 80 - BEGE",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10484,"FURY 026 FL - 80 X 80 - CAMEL",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10485,"FURY 026 FL - 80 X 80 - CINZA",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10486,"FURY 026 FL - 80 X 80 - NATURAL",10.00,EXCLU,"prix < 80 € ; hors stock",OK,,
10489,"11053 JR - MANTA MULTIUSOS POMPOM NATURAL 180X220CM",24.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10490,"11054 JR - MANTA MULTIUSOS POMPOM CINZENTO 180X220CM",24.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10491,"11090 APARENZA JR - VASO CILINDRICO ACRILICO APARENZA PRETO 15X30CM",11.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10492,"11103 APARENZA JR - VASO CILINDRICO APARENZA ACRILICO PRETO 12X40CM",13.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10493,"11419 JR - PLANTA ARTIFICIAL 120CM",44.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10494,"12280 JR - QUADRO MATISSE SORT 4 30X40CM",14.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10495,"12287 JR - QUADRO ABSTRATO SORT 2 50X70CM",27.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10496,"12288 JR - QUADRO ABSTRATO COR SORT 2 50X70CM",27.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10497,"12705 JR - ESPELHO ABSTRACTA DOURADO 106X50CM",46.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10498,"13205 JR - CONJUNTO 3 VASOS TERRA QUADRADOS SORTS 3 COR",21.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10499,"13864 JR - VASO PLANTA FOLHAS PONTA LARGA 150CM",77.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10500,"422 LEO JR - MUDA FRALDAS 70X47 CM PERFILADO, EM ESPUMA",46.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10501,"81460 JR - ESPELHO FORMA JANELA PRETO 90X90CM",87.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10502,"81720 JR - VASO ORO VIDRO LISO DOURADO GRANDE CHAMPAGNE",32.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10503,"93875 JR - QUADRO MOLDURA DOURADA FOLHAS SORT 2 72 X 102",77.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10504,"93879 JR - QUADRO ONDAS MOLDURA NA COR NATURAL 62X62CM",46.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10505,"AGATHA JR - APARADOR DE 3 PORTAS",618.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10506,"AGATHA JR - MESA DE CENTRO",279.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10507,"AGATHA JR - MESA DE JANTAR EXTENSÍVEL",515.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10508,"AGATHA JR - MÓVEL TV",492.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10509,"ALBANE JR - ESTANTE MODULAR",346.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10510,"ALBIN JR - APARADOR 2 PORTAS",661.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10511,"ALBIN JR - APARADOR 4 PORTAS",870.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10512,"ALBIN JR - CAMA 140X190/200, COM ESTRADO ELEVATÓRIO",1325.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10513,"ALBIN JR - CAMA 160X200, COM ESTRADO ELEVATÓRIO",1369.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10514,"ALBIN JR - CÓMODA DE 6 GAVETAS",1086.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10515,"ALBIN JR - ESTANTE",761.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10516,"ALBIN JR - MESA DE CABECEIRA",267.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10517,"ALBIN JR - MESA DE JANTAR EXTENSÍVEL (EXTENSÃO BORBOLETA)",1166.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10518,"ALBIN JR - MÓVEL TV 4 PORTAS",692.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10519,"ALBIN JR - SECRETÁRIA",818.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10520,"ALEX JR - APARADOR 4 PORTAS",891.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10521,"ALEX JR - BIBLIOTECA/ ESTANTE",724.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10522,"ALEX JR - MESA DE CENTRO",532.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10523,"ALEX JR - MESA DE JANTAR EXTENSÍVEL RETANGULAR",997.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10524,"ALEX JR - MÓVEL TV 3 PORTAS",665.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10525,"ALICE JR - CONSOLA",435.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10526,"ALICE JR - ESTANTE",695.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10527,"ALICE JR - MESA DE APOIO",326.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10528,"ALICE JR - MESA DE CENTRO",528.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10529,"ALINE JR - CAMA 140X190/200, SEM ESTRADO",901.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10530,"ALINE JR - CAMA 160X200, SEM ESTRADO",938.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10531,"ALINE JR - MESA DE CABECEIRA",260.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10532,"ALLORA JR - PUFE",392.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10533,"ALLORA JR - SOFÁ",1651.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10534,"ALMA JR - CAMA 140 X 190, SEM ESTRADO",1069.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10535,"ALMA JR - CAMA 160 X 200, SEM ESTRADO",1083.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10536,"ALMA JR - MESA DE CABECEIRA COM VIDRO",282.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10537,"ALMOFADA SUN JR - ALMOFADA RISCAS (VERDE, VERMELHO, AMARELO, AZUL)",11.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10538,"ALVARO JR - CANDEEIRO PÉ ALVARO 05730/01/30",175.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10539,"APOLLINE JR - APARADOR 3 PORTAS 3 GAVETAS",1186.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10540,"APOLLINE JR - CAMA 140 X 190",585.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10541,"APOLLINE JR - CAMA 160 X 200",665.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10542,"APOLLINE JR - CAMA 90X200",505.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10543,"APOLLINE JR - CÓMODA DE 3 GAVETAS",634.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10544,"APOLLINE JR - MESA DE CABECEIRA",189.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10545,"APOLLINE JR - MESA DE CENTRO",499.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10546,"APOLLINE JR - MESA DE JANTAR COM EXTENSÃO",927.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10547,"APOLLINE JR - MESA DE JANTAR REDONDA COM 2 EXTENSÕES",1176.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10548,"APOLLINE JR - MÓVEL TV",446.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10549,"APOLLINE JR - ROUPEIRO DE 2 PORTAS",1010.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10550,"APOLLINE JR - ROUPEIRO DE 3 PORTAS, 2 GAVETAS",1744.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10551,"APOLLINE JR - VITRINE",1405.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10552,"AURENA 140 JR - CAMA ESTOFADA COM ESTRADO DE MADEIRA",894.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10553,"AURENA 160 JR - CAMA ESTOFADA COM ESTRADO DE MADEIRA",959.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10554,"AYANO JR - ARMÁRIO 1 PORTA E PRATELEIRAS",223.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10555,"AYANO JR - ARMÁRIO 2 PORTAS",376.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10556,"AYANO JR - CANTO MODULAR ABERTO",130.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10557,"AYANO JR - UNIDADE MODULAR ABERTA",240.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10558,"BIANCO JR - BIANCO SOFÁ COM FUNÇÃO CAMA",1612.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10559,"CADEIRA BARI JR - CADEIRA DE EXTERIOR EM RATTAN",115.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10560,"CADEIRA JR - F68/N",239.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10561,"CADEIRA JR - FT68/N",238.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10562,"CADEIRA JR - K545 ROTAÇÃO",197.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10563,"CADEIRA JR - KT63",163.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10564,"CADEIRA JR - KT66/N",202.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10565,"CADEIRA JR - KT660/M1",214.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10566,"CADEIRA JR - KT68/N",210.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10567,"CADEIRA JR - MILANO 1S",433.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10568,"CAMA PET JR - 12129 - CAMA PARA ANIMAL DE ESTIMAÇÃO",13.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10569,"CANCUN JR - PUFE BAÚ CANCUN 5905248110946",142.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10570,"CASSIDY JR - CAMA 120X200 COM ESTRADO",774.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10571,"CASSIDY JR - CAMA 140X200 COM ESTRADO",798.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10572,"CASSIDY JR - CAMA 160X200 COM ESTRADO",835.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10573,"CASSINA JR - MESA DE CABECEIRA",213.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10574,"CIRILLA JR - MESA DE APOIO VERDE CIRILLA",43.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10575,"CLÁSSICO JR - JOGO DE LENÇÓIS 240X290; PARA CAMA 150/160X200",62.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10576,"COSBY JR - CANDEEIRO MESA COSBY 47503/81/31",37.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10577,"COTI JR - COTI 100 SOFÁ COM CHAISE E ASSENTO DESLIZANTE ELÉTRICO",2237.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10578,"COTI JR - COTI 150 SOFÁ COM CHAISE E ASSENTO DESLIZANTE ELÉTRICO",2431.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10579,"DIVISÓRIAS JR - FERRO",536.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10580,"DIVISÓRIAS JR - LAMUS",512.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10581,"DIVISÓRIAS JR - PENTA",369.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10582,"DIVISÓRIAS JR - TRAZO",569.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10583,"DODO BEAR JR - CANDEEIRO MESA DODO BEAR 71590/03/31",69.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10584,"EDREDÃO JR - 240X220 EDREDÃO MICROFIBRAS 200GR",55.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10585,"EDREDÃO JR - 240X220 EDREDÃO NÓRDICO 200GR",72.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10586,"ELIS JR - POLTRONA ELIS",1016.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10587,"EMANDA JR - CANDEEIRO MESA EMANDA 19109-68 LED 10,5W",136.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10588,"ESPREGUIÇADEIRA SUN JR - ESPREGUIÇADEIRA RISCAS (VERDE, VERMELHO, AMARELO, AZUL)",40.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10589,"ESSENCIAL JR - ALMOFADA 50X70 - ESSENCIAL",20.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
